index,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,Hourly,Employer provided,Min Salary,Max Salary,Avg Salary,Company_text,State,Age,Python,Tableau,Excel,Power BI,SAS,SQL,SSIS
883,Data Analyst,$56K - $100K (Glassdoor est.),"Xpanxion is helping one of our clients fill a Data Analyst position that focuses mostly in Matlab grid computing and Derivative Pricing for a finical institution.

Nice to have- SQL DA and BSA
qbXOy1OBBr",3.5,"Xpanxion
3.5",Remote,501 to 1000 Employees,1997,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),0,0,56,100,78.0,Xpanxion,Remote,25,0,0,0,0,0,1,0
885,Data Analyst,$56K - $100K (Glassdoor est.),"General Responsibilities:
Overview:
Hertz and the Value Added Services Sales Team is seeking a talented individual with passion for real-world problem solving. The analyst will partner with various functions within the company (Operations, Value Added Services, Compensation, etc…) and develop advanced tools and resources to support overall sales planning and analytics. The analyst will be working with large sets of structured and unstructured data to perform analysis, develop tools, and provide actionable insights. This is a remote position!

What you’ll be doing:
Develop tools for the field for sales metric tracking.



:",3.0,"Hertz
3.0","Estero, FL",10000+ Employees,1918,Company - Public,Car Rental,Travel & Tourism,$5 to $10 billion (USD),0,0,56,100,78.0,Hertz, FL,104,0,0,0,0,0,0,0
887,Data Analyst,$56K - $100K (Glassdoor est.),"Home Care Assistance is hiring a Data Analyst to join our Data, Analytics and Reporting (DART) team!

As the Data Analyst your primary responsibility is to support the HCA data warehouse and ensure that data is accurate and available for reporting, analytics, and other stakeholders. You will analyze the raw source data using SQL queries and then work as part of a team to develop structures that make the data easier for reporting and analytics users to understand and leverage.

This is a fully remote role.",3.6,"Home Care Assistance
3.6","La Jolla, CA",5001 to 10000 Employees,2002,Company - Private,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),0,0,56,100,78.0,Home Care Assistance, CA,20,0,0,0,0,0,1,1
892,Data Analyst,$56K - $100K (Glassdoor est.),"Job Position: Data Analyst
Department: BI/Analytics
Job Classification: Exempt
Position Summary
The Data Analyst is responsible for the development and implementation of strategic analytic projects that contributes to different business objectives.
The Data Analyst works closely with team supervisor, as well as developers and stakeholders to provide timely analysis of data and relationships of data elements across multiple systems.
The Data Analyst will manage and maintain the internal systems and processes for creating, moving, and retaining data for business needs. This includes file transfers via import/export routines and interface engines.
Qualifications
Graduate of an accredited college or university with a minimum of a Bachelor’s degree preferred.",3.2,"Titus Regional Medical Center
3.2","Mount Pleasant, TX",501 to 1000 Employees,1952,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),0,0,56,100,78.0,Titus Regional Medical Center, TX,70,0,0,0,0,0,0,0
894,"Data Analyst, Partnerships & Curation",$56K - $100K (Glassdoor est.),"Remote, US
Snappy is on the lookout for a Partnerships & Curation Analyst to help us uncover opportunities to enhance our collections and change the way we think about them. You will first dive deep into the ongoing analysis and reporting, then be challenged to contribute to the strategic roadmap based on your learnings.
At the heart of everything we do is the Snappy gift recipient experience. It is critical to Snappy’s long-term success that we create best-in-class, data-driven collections so that we can offer our recipients the most exciting and coveted gifts! This role allows you to have a direct impact on the gift recipient experience as well as the Snappy bottom line. We are looking for a focused and passionate candidate to join our high energy team and help us achieve this success. You will be reporting to the Senior Partnerships and Curation Data & Analytics Manager and working alongside our amazing Partnerships & Curation team.",4.3,"Snappy App
4.3",Remote,1 to 50 Employees,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,0,0,56,100,78.0,Snappy App,Remote,7,0,0,0,0,0,0,0
896,Data Analyst,$56K - $100K (Glassdoor est.),"Job Description Summary
SUMMARY
Collaborates with business owners, data scientists, and data engineers to identify, prioritize and formulate relevant data analysis efforts. Collects, integrates, cleans and refines data and conducts Exploratory Data Analysis (EDA). Communicates results and implications to team members and internal customers. Creates user-friendly reports and dashboards and trains customers on their interpretation and use.
Job Description
ESSENTIAL DUTIES AND RESPONSIBILITIES",4.3,"Redstone Federal Credit Union
4.3",Alabama,1001 to 5000 Employees,1951,Self-employed,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),0,0,56,100,78.0,Redstone Federal Credit Union,Alabama,71,0,0,0,0,0,0,0
898,Data Analyst,$56K - $100K (Glassdoor est.),"L'Oréal USA
Title: Data Analyst
Location: Berkeley Heights, NJ
Department: le Care (Consumer Care)
Overview:
The data analyst, le CARE L’Oreal USA, is responsible for data query, data QA, data integration, ad hoc data analysis, and advanced BI dashboard/report building on large volume of consumer contact data and managing projects.

We are an Equal Opportunity Employer and take pride in a diverse environment. We do not discriminate in recruitment, hiring, training, promotion or other employment practices for reasons of race, color, religion, gender, sexual orientation, national origin, age, marital or veteran status, medical condition or disability, or any other legally protected status. If you require a reasonable accommodation to complete an application for a recognized disability under applicable law, please email USApplicationAccommodation@support.lorealusa.com. Please note this email will only respond to specific requests for assistance completing the application as a request for accommodation for a disability. All others will not be considered.",3.9,"L'Oreal
3.9","Berkeley Heights, NJ",10000+ Employees,1909,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),0,0,56,100,78.0,L'Oreal, NJ,113,0,0,0,0,0,0,1
899,Data Analyst,$56K - $100K (Glassdoor est.),"The Data Analyst is a member of the central Data & Analytics team, which is part of the greater Data & Analytics community at Informa Tech, alongside Data Analysts embedded in dedicated market segment teams. This person will initially focus on the data surrounding our industry-leading events business, and will also learn about our audiences, clients, and products throughout our market segments, and will be involved in defining and implementing how Informa Tech leverages this data. They will partner with system/platform owners, operational teams (e.g., Event Operations, Marketing, Product Management), and market segment stakeholders to understand the drivers of our business and make data-informed recommendations to improve performance at scale throughout Informa Tech.
Key Responsibilities:
Work closely with Data Analysts and market segment and function stakeholders to build and produce data products, provide analysis, and make recommendations based on that analysis",3.5,"Informa
3.5",Remote,10000+ Employees,1998,Company - Public,Publishing,Media,$2 to $5 billion (USD),0,0,56,100,78.0,Informa,Remote,24,0,0,0,0,0,0,0
900,North America Data Analyst,$56K - $100K (Glassdoor est.),"This role is responsible for collecting, interpreting and communicating Public Affairs, Communications, and Sustainability (PACS) insights and partnering with Operating Unit (OU) leads to convert them into actionable strategies, decisions and tactics. The ideal candidate will serve as a conduit between the PACS Services team and the OU, establishing a constant connection between both groups and forming a two-way communication channel that can be leveraged to achieve both OU and global business objectives. The role is critical to scaling PACS Services insights and tailoring them to help each OU reach its goals and influence stakeholders.
Responsibilities
Define OU-specific PACS KPIs and outline the optimal means of tracking them over time
Help quantify the success of PACS communications campaigns and initiatives
Reputation Research; Reputation Management; Taking Initiative; Strategic Planning; Consumer Behavior Insights; Corporate Reputation; Presentations; Microsoft Power BI; Strategic Recommendations; Corporate Reputation Management; Microsoft Excel; Data Insights; Analytics Insights",4.0,"The Coca-Cola Company
4.0","Atlanta, GA",10000+ Employees,1886,Company - Public,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),0,0,56,100,78.0,The Coca-Cola Company, GA,136,0,0,1,1,0,0,0
904,Entry Level Data Conversion Analyst,$56K - $100K (Glassdoor est.),"As the Data Conversion Analyst, you will be converting customer data from competitive databases to Reynolds databases. You will also complete migration of customer data from one Reynolds hardware platform to another. This involves maintaining a good working relationship with customers throughout the conversion or migration process to ensure quality results. You will also be supporting remote and field-based trainers and field engineers on the conversion and migration processes. Through this, you will develop a good working knowledge of competitive products, keep abreast of enhancements to the Reynolds product lines as well as develop knowledge of system environment, integration, and system connectivity for different product lines.
Requirements:
Bachelor’s degree in MIS, Computer Science, or related field; open to entry-level candidates",3.4,"Reynolds and Reynolds
3.4","Dayton, OH",1001 to 5000 Employees,1866,Company - Private,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),0,0,56,100,78.0,Reynolds and Reynolds, OH,156,0,0,0,0,0,0,0
905,Data Analyst,$56K - $100K (Glassdoor est.),"Dematic is looking for a Data Analyst that will be responsible for creating and providing financial reporting, analysis and insight to support strategic, operational, and financial decision making. This role will report to the Sr. Manager, FP&A for the Global Software Organization. The ideal candidate will be highly analytical with good interpersonal skills and a commercial focus with a keen interest in using and developing reporting and tooling. This is a critical role in developing an agile organization based on data insight.
What we offer:
Job Description -
Career Development
Competitive Compensation and Benefits
Pay Transparency
Global Opportunities",3.8,"Dematic
3.8","Atlanta, GA",5001 to 10000 Employees,1819,Subsidiary or Business Segment,Logistics & Supply Chain,Transportation & Logistics,Unknown / Non-Applicable,0,0,56,100,78.0,Dematic, GA,203,0,0,0,0,0,0,0
906,"Analyst - Data Integrity, Analytics & Innovation",$56K - $100K (Glassdoor est.),"Analyze, research and respond to HIPAA individual rights requests from customers in addition to employee referral inquires, and provider inquiries appeals received in Executive Services and member Complaints.
Analyze, research and respond to HIPAA individual rights requests from customers, consisting of requests for confidential communications, access to Designated Records Sets (DRS), amendments, accounting disclosures and restrictions requests.
Analyze, research, resolve and respond to employee referral inquiries submitted from BCBSM employees on behalf of customers.
Inquiries received from providers addressed to Physician Ombudsman and Provider Appeals Unit.
Analyze, investigate and respond to Commercial and PPO Complaints from customers, consisting of administrative complaints related to access, attitude, service, billing, financial and membership.
"" """,3.6,"Blue Cross Blue Shield of Michigan
3.6","Southfield, MI",5001 to 10000 Employees,1939,Nonprofit Organization,Insurance Carriers,Insurance,$10+ billion (USD),0,0,56,100,78.0,Blue Cross Blue Shield of Michigan, MI,83,0,0,0,0,0,0,0
909,Data Analyst,$56K - $100K (Glassdoor est.),"Why Glassdoor?
Our mission is to help people everywhere find a job and company they love. In the process, we're transforming the workplace experience through the power of transparency and further cementing ourselves as the worldwide leader in employer branding and insights. By choosing a career at Glassdoor, you'll be directly contributing toward our vision for a world where transparency empowers the workforce and motivates companies to become better employers.
Please note: This role may be open to remote hiring. Our office locations are in San Francisco, CA; Chicago, IL; Uniontown, OH; London, UK; and Dublin, Ireland.
The Role
We're looking for a dedicated and inquisitive Data Analyst to help us with data projects. We are responsible for building and maintaining a large data set that powers integration points between us and partnered companies. This individual will be critical in helping to build and maintain coverage, identify data quality issues, reconcile and resolve data validation issues, and respond to internal data mapping requests from other customers, staff and partners.",4.0,"Glassdoor
4.0","Seattle, WA",501 to 1000 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,0,0,56,100,78.0,Glassdoor, WA,15,0,0,0,0,0,0,0
910,Data Analyst,$56K - $100K (Glassdoor est.),"SkyePoint Decisions is looking for Data Analysts to join our team! All positions are fully remote, but candidates must be located in the Washington, DC metro area. The Data Analyst will primarily be working with Python and R to code and script to build dashboards.
Responsibilities
Identify requirements and advise on use cases within the State Department’s Predictive Analytics environment
Leverage tools such as Tableau and R
Coding using Python
Leverage understanding of SQL for performing data pulls
Provide data collection, assessment and process support",3.5,"SkyePoint Decisions
3.5","Washington, DC",1 to 50 Employees,2009,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),0,0,56,100,78.0,SkyePoint Decisions, DC,13,1,1,0,0,0,1,0
911,Data Analyst,$56K - $100K (Glassdoor est.),"We are looking for a motivated and passionate individual who loves data to join our Customer Insights and Analytics team. This person loves data, feels at home around databases, has a natural ability for numbers, and enjoys finding underlying trends and insights in large datasets. This person will work hands-on with our various data assets to support requests for data analytics and data insights, as requested by stakeholders. They will work closely with internal stakeholders to design and develop analytical insights and visual reports to bring data insights to life and drive business decisions. Must have excellent communication skills; experience in the financial industry preferred. This position offers best-in-class technology and access to a big data environment.
What You’ll Do
Write SQL queries to combine various data assets to extract relevant information",3.8,"Equifax
3.8","Atlanta, GA",10000+ Employees,1899,Company - Public,Financial Analytics & Research,Finance,$2 to $5 billion (USD),0,0,56,100,78.0,Equifax, GA,123,0,0,1,0,0,1,0
912,Data Analyst,$56K - $100K (Glassdoor est.),"Interested in Data Transitions?
We are looking for an addition to our Welcome Team!
This position reviews, evaluates, implements, and maintains company databases. You will be writing scripts primarily using MySql to automate data cleaning and run data validation.
Python knowledge is welcome for special projects, but you will be using MySql for all daily tasks.
You will work on multiple tasks, exploring, and investigating data from a large number of other CRMs. You will also structure and define new users’ relational databases that are large and complex, as well as reshape the data transition process. You will create a positive customer experience, and you will maintain and create stored procedures in MySql to help unify data formatting and processing.",4.2,"Redtail Technology, Inc.
4.2","Atlanta, GA",51 to 200 Employees,2003,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),0,0,56,100,78.0,"Redtail Technology, Inc.", GA,19,1,0,0,0,0,1,0
913,Data Analyst,$56K - $100K (Glassdoor est.),"Xpanxion is helping one of our clients fill a Data Analyst position that focuses mostly in Matlab grid computing and Derivative Pricing for a finical institution.

Nice to have- SQL DA and BSA
qbXOy1OBBr",3.5,"Xpanxion
3.5",Remote,501 to 1000 Employees,1997,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),0,0,56,100,78.0,Xpanxion,Remote,25,0,0,0,0,0,1,0
915,Data Analyst,$56K - $100K (Glassdoor est.),"General Responsibilities:
Overview:
Hertz and the Value Added Services Sales Team is seeking a talented individual with passion for real-world problem solving. The analyst will partner with various functions within the company (Operations, Value Added Services, Compensation, etc…) and develop advanced tools and resources to support overall sales planning and analytics. The analyst will be working with large sets of structured and unstructured data to perform analysis, develop tools, and provide actionable insights. This is a remote position!

What you’ll be doing:
Develop tools for the field for sales metric tracking.



:",3.0,"Hertz
3.0","Estero, FL",10000+ Employees,1918,Company - Public,Car Rental,Travel & Tourism,$5 to $10 billion (USD),0,0,56,100,78.0,Hertz, FL,104,0,0,0,0,0,0,0
917,Data Analyst,$56K - $100K (Glassdoor est.),"Home Care Assistance is hiring a Data Analyst to join our Data, Analytics and Reporting (DART) team!

As the Data Analyst your primary responsibility is to support the HCA data warehouse and ensure that data is accurate and available for reporting, analytics, and other stakeholders. You will analyze the raw source data using SQL queries and then work as part of a team to develop structures that make the data easier for reporting and analytics users to understand and leverage.

This is a fully remote role.",3.6,"Home Care Assistance
3.6","La Jolla, CA",5001 to 10000 Employees,2002,Company - Private,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),0,0,56,100,78.0,Home Care Assistance, CA,20,0,0,0,0,0,1,1
922,Data Analyst,$56K - $100K (Glassdoor est.),"Job Position: Data Analyst
Department: BI/Analytics
Job Classification: Exempt
Position Summary
The Data Analyst is responsible for the development and implementation of strategic analytic projects that contributes to different business objectives.
The Data Analyst works closely with team supervisor, as well as developers and stakeholders to provide timely analysis of data and relationships of data elements across multiple systems.
The Data Analyst will manage and maintain the internal systems and processes for creating, moving, and retaining data for business needs. This includes file transfers via import/export routines and interface engines.
Qualifications
Graduate of an accredited college or university with a minimum of a Bachelor’s degree preferred.",3.2,"Titus Regional Medical Center
3.2","Mount Pleasant, TX",501 to 1000 Employees,1952,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),0,0,56,100,78.0,Titus Regional Medical Center, TX,70,0,0,0,0,0,0,0
924,"Data Analyst, Partnerships & Curation",$56K - $100K (Glassdoor est.),"Remote, US
Snappy is on the lookout for a Partnerships & Curation Analyst to help us uncover opportunities to enhance our collections and change the way we think about them. You will first dive deep into the ongoing analysis and reporting, then be challenged to contribute to the strategic roadmap based on your learnings.
At the heart of everything we do is the Snappy gift recipient experience. It is critical to Snappy’s long-term success that we create best-in-class, data-driven collections so that we can offer our recipients the most exciting and coveted gifts! This role allows you to have a direct impact on the gift recipient experience as well as the Snappy bottom line. We are looking for a focused and passionate candidate to join our high energy team and help us achieve this success. You will be reporting to the Senior Partnerships and Curation Data & Analytics Manager and working alongside our amazing Partnerships & Curation team.",4.3,"Snappy App
4.3",Remote,1 to 50 Employees,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,0,0,56,100,78.0,Snappy App,Remote,7,0,0,0,0,0,0,0
926,Data Analyst,$56K - $100K (Glassdoor est.),"Job Description Summary
SUMMARY
Collaborates with business owners, data scientists, and data engineers to identify, prioritize and formulate relevant data analysis efforts. Collects, integrates, cleans and refines data and conducts Exploratory Data Analysis (EDA). Communicates results and implications to team members and internal customers. Creates user-friendly reports and dashboards and trains customers on their interpretation and use.
Job Description
ESSENTIAL DUTIES AND RESPONSIBILITIES",4.3,"Redstone Federal Credit Union
4.3",Alabama,1001 to 5000 Employees,1951,Self-employed,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),0,0,56,100,78.0,Redstone Federal Credit Union,Alabama,71,0,0,0,0,0,0,0
928,Data Analyst,$56K - $100K (Glassdoor est.),"L'Oréal USA
Title: Data Analyst
Location: Berkeley Heights, NJ
Department: le Care (Consumer Care)
Overview:
The data analyst, le CARE L’Oreal USA, is responsible for data query, data QA, data integration, ad hoc data analysis, and advanced BI dashboard/report building on large volume of consumer contact data and managing projects.

We are an Equal Opportunity Employer and take pride in a diverse environment. We do not discriminate in recruitment, hiring, training, promotion or other employment practices for reasons of race, color, religion, gender, sexual orientation, national origin, age, marital or veteran status, medical condition or disability, or any other legally protected status. If you require a reasonable accommodation to complete an application for a recognized disability under applicable law, please email USApplicationAccommodation@support.lorealusa.com. Please note this email will only respond to specific requests for assistance completing the application as a request for accommodation for a disability. All others will not be considered.",3.9,"L'Oreal
3.9","Berkeley Heights, NJ",10000+ Employees,1909,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),0,0,56,100,78.0,L'Oreal, NJ,113,0,0,0,0,0,0,1
929,Data Analyst,$56K - $100K (Glassdoor est.),"The Data Analyst is a member of the central Data & Analytics team, which is part of the greater Data & Analytics community at Informa Tech, alongside Data Analysts embedded in dedicated market segment teams. This person will initially focus on the data surrounding our industry-leading events business, and will also learn about our audiences, clients, and products throughout our market segments, and will be involved in defining and implementing how Informa Tech leverages this data. They will partner with system/platform owners, operational teams (e.g., Event Operations, Marketing, Product Management), and market segment stakeholders to understand the drivers of our business and make data-informed recommendations to improve performance at scale throughout Informa Tech.
Key Responsibilities:
Work closely with Data Analysts and market segment and function stakeholders to build and produce data products, provide analysis, and make recommendations based on that analysis",3.5,"Informa
3.5",Remote,10000+ Employees,1998,Company - Public,Publishing,Media,$2 to $5 billion (USD),0,0,56,100,78.0,Informa,Remote,24,0,0,0,0,0,0,0
930,North America Data Analyst,$56K - $100K (Glassdoor est.),"This role is responsible for collecting, interpreting and communicating Public Affairs, Communications, and Sustainability (PACS) insights and partnering with Operating Unit (OU) leads to convert them into actionable strategies, decisions and tactics. The ideal candidate will serve as a conduit between the PACS Services team and the OU, establishing a constant connection between both groups and forming a two-way communication channel that can be leveraged to achieve both OU and global business objectives. The role is critical to scaling PACS Services insights and tailoring them to help each OU reach its goals and influence stakeholders.
Responsibilities
Define OU-specific PACS KPIs and outline the optimal means of tracking them over time
Help quantify the success of PACS communications campaigns and initiatives
Reputation Research; Reputation Management; Taking Initiative; Strategic Planning; Consumer Behavior Insights; Corporate Reputation; Presentations; Microsoft Power BI; Strategic Recommendations; Corporate Reputation Management; Microsoft Excel; Data Insights; Analytics Insights",4.0,"The Coca-Cola Company
4.0","Atlanta, GA",10000+ Employees,1886,Company - Public,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),0,0,56,100,78.0,The Coca-Cola Company, GA,136,0,0,1,1,0,0,0
934,Entry Level Data Conversion Analyst,$56K - $100K (Glassdoor est.),"As the Data Conversion Analyst, you will be converting customer data from competitive databases to Reynolds databases. You will also complete migration of customer data from one Reynolds hardware platform to another. This involves maintaining a good working relationship with customers throughout the conversion or migration process to ensure quality results. You will also be supporting remote and field-based trainers and field engineers on the conversion and migration processes. Through this, you will develop a good working knowledge of competitive products, keep abreast of enhancements to the Reynolds product lines as well as develop knowledge of system environment, integration, and system connectivity for different product lines.
Requirements:
Bachelor’s degree in MIS, Computer Science, or related field; open to entry-level candidates",3.4,"Reynolds and Reynolds
3.4","Dayton, OH",1001 to 5000 Employees,1866,Company - Private,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),0,0,56,100,78.0,Reynolds and Reynolds, OH,156,0,0,0,0,0,0,0
935,Data Analyst,$56K - $100K (Glassdoor est.),"Dematic is looking for a Data Analyst that will be responsible for creating and providing financial reporting, analysis and insight to support strategic, operational, and financial decision making. This role will report to the Sr. Manager, FP&A for the Global Software Organization. The ideal candidate will be highly analytical with good interpersonal skills and a commercial focus with a keen interest in using and developing reporting and tooling. This is a critical role in developing an agile organization based on data insight.
What we offer:
Job Description -
Career Development
Competitive Compensation and Benefits
Pay Transparency
Global Opportunities",3.8,"Dematic
3.8","Atlanta, GA",5001 to 10000 Employees,1819,Subsidiary or Business Segment,Logistics & Supply Chain,Transportation & Logistics,Unknown / Non-Applicable,0,0,56,100,78.0,Dematic, GA,203,0,0,0,0,0,0,0
936,"Analyst - Data Integrity, Analytics & Innovation",$56K - $100K (Glassdoor est.),"Analyze, research and respond to HIPAA individual rights requests from customers in addition to employee referral inquires, and provider inquiries appeals received in Executive Services and member Complaints.
Analyze, research and respond to HIPAA individual rights requests from customers, consisting of requests for confidential communications, access to Designated Records Sets (DRS), amendments, accounting disclosures and restrictions requests.
Analyze, research, resolve and respond to employee referral inquiries submitted from BCBSM employees on behalf of customers.
Inquiries received from providers addressed to Physician Ombudsman and Provider Appeals Unit.
Analyze, investigate and respond to Commercial and PPO Complaints from customers, consisting of administrative complaints related to access, attitude, service, billing, financial and membership.
"" """,3.6,"Blue Cross Blue Shield of Michigan
3.6","Southfield, MI",5001 to 10000 Employees,1939,Nonprofit Organization,Insurance Carriers,Insurance,$10+ billion (USD),0,0,56,100,78.0,Blue Cross Blue Shield of Michigan, MI,83,0,0,0,0,0,0,0
939,Data Analyst,$56K - $100K (Glassdoor est.),"Why Glassdoor?
Our mission is to help people everywhere find a job and company they love. In the process, we're transforming the workplace experience through the power of transparency and further cementing ourselves as the worldwide leader in employer branding and insights. By choosing a career at Glassdoor, you'll be directly contributing toward our vision for a world where transparency empowers the workforce and motivates companies to become better employers.
Please note: This role may be open to remote hiring. Our office locations are in San Francisco, CA; Chicago, IL; Uniontown, OH; London, UK; and Dublin, Ireland.
The Role
We're looking for a dedicated and inquisitive Data Analyst to help us with data projects. We are responsible for building and maintaining a large data set that powers integration points between us and partnered companies. This individual will be critical in helping to build and maintain coverage, identify data quality issues, reconcile and resolve data validation issues, and respond to internal data mapping requests from other customers, staff and partners.",4.0,"Glassdoor
4.0","Seattle, WA",501 to 1000 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,0,0,56,100,78.0,Glassdoor, WA,15,0,0,0,0,0,0,0
940,Data Analyst,$56K - $100K (Glassdoor est.),"SkyePoint Decisions is looking for Data Analysts to join our team! All positions are fully remote, but candidates must be located in the Washington, DC metro area. The Data Analyst will primarily be working with Python and R to code and script to build dashboards.
Responsibilities
Identify requirements and advise on use cases within the State Department’s Predictive Analytics environment
Leverage tools such as Tableau and R
Coding using Python
Leverage understanding of SQL for performing data pulls
Provide data collection, assessment and process support",3.5,"SkyePoint Decisions
3.5","Washington, DC",1 to 50 Employees,2009,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),0,0,56,100,78.0,SkyePoint Decisions, DC,13,1,1,0,0,0,1,0
941,Data Analyst,$56K - $100K (Glassdoor est.),"We are looking for a motivated and passionate individual who loves data to join our Customer Insights and Analytics team. This person loves data, feels at home around databases, has a natural ability for numbers, and enjoys finding underlying trends and insights in large datasets. This person will work hands-on with our various data assets to support requests for data analytics and data insights, as requested by stakeholders. They will work closely with internal stakeholders to design and develop analytical insights and visual reports to bring data insights to life and drive business decisions. Must have excellent communication skills; experience in the financial industry preferred. This position offers best-in-class technology and access to a big data environment.
What You’ll Do
Write SQL queries to combine various data assets to extract relevant information",3.8,"Equifax
3.8","Atlanta, GA",10000+ Employees,1899,Company - Public,Financial Analytics & Research,Finance,$2 to $5 billion (USD),0,0,56,100,78.0,Equifax, GA,123,0,0,1,0,0,1,0
942,Data Analyst,$56K - $100K (Glassdoor est.),"Interested in Data Transitions?
We are looking for an addition to our Welcome Team!
This position reviews, evaluates, implements, and maintains company databases. You will be writing scripts primarily using MySql to automate data cleaning and run data validation.
Python knowledge is welcome for special projects, but you will be using MySql for all daily tasks.
You will work on multiple tasks, exploring, and investigating data from a large number of other CRMs. You will also structure and define new users’ relational databases that are large and complex, as well as reshape the data transition process. You will create a positive customer experience, and you will maintain and create stored procedures in MySql to help unify data formatting and processing.",4.2,"Redtail Technology, Inc.
4.2","Atlanta, GA",51 to 200 Employees,2003,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),0,0,56,100,78.0,"Redtail Technology, Inc.", GA,19,1,0,0,0,0,1,0
943,Data Analyst,$56K - $100K (Glassdoor est.),"Xpanxion is helping one of our clients fill a Data Analyst position that focuses mostly in Matlab grid computing and Derivative Pricing for a finical institution.

Nice to have- SQL DA and BSA
qbXOy1OBBr",3.5,"Xpanxion
3.5",Remote,501 to 1000 Employees,1997,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),0,0,56,100,78.0,Xpanxion,Remote,25,0,0,0,0,0,1,0
945,Data Analyst,$56K - $100K (Glassdoor est.),"General Responsibilities:
Overview:
Hertz and the Value Added Services Sales Team is seeking a talented individual with passion for real-world problem solving. The analyst will partner with various functions within the company (Operations, Value Added Services, Compensation, etc…) and develop advanced tools and resources to support overall sales planning and analytics. The analyst will be working with large sets of structured and unstructured data to perform analysis, develop tools, and provide actionable insights. This is a remote position!

What you’ll be doing:
Develop tools for the field for sales metric tracking.



:",3.0,"Hertz
3.0","Estero, FL",10000+ Employees,1918,Company - Public,Car Rental,Travel & Tourism,$5 to $10 billion (USD),0,0,56,100,78.0,Hertz, FL,104,0,0,0,0,0,0,0
947,Data Analyst,$56K - $100K (Glassdoor est.),"Home Care Assistance is hiring a Data Analyst to join our Data, Analytics and Reporting (DART) team!

As the Data Analyst your primary responsibility is to support the HCA data warehouse and ensure that data is accurate and available for reporting, analytics, and other stakeholders. You will analyze the raw source data using SQL queries and then work as part of a team to develop structures that make the data easier for reporting and analytics users to understand and leverage.

This is a fully remote role.",3.6,"Home Care Assistance
3.6","La Jolla, CA",5001 to 10000 Employees,2002,Company - Private,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),0,0,56,100,78.0,Home Care Assistance, CA,20,0,0,0,0,0,1,1
952,Data Analyst,$56K - $100K (Glassdoor est.),"Job Position: Data Analyst
Department: BI/Analytics
Job Classification: Exempt
Position Summary
The Data Analyst is responsible for the development and implementation of strategic analytic projects that contributes to different business objectives.
The Data Analyst works closely with team supervisor, as well as developers and stakeholders to provide timely analysis of data and relationships of data elements across multiple systems.
The Data Analyst will manage and maintain the internal systems and processes for creating, moving, and retaining data for business needs. This includes file transfers via import/export routines and interface engines.
Qualifications
Graduate of an accredited college or university with a minimum of a Bachelor’s degree preferred.",3.2,"Titus Regional Medical Center
3.2","Mount Pleasant, TX",501 to 1000 Employees,1952,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),0,0,56,100,78.0,Titus Regional Medical Center, TX,70,0,0,0,0,0,0,0
954,"Data Analyst, Partnerships & Curation",$56K - $100K (Glassdoor est.),"Remote, US
Snappy is on the lookout for a Partnerships & Curation Analyst to help us uncover opportunities to enhance our collections and change the way we think about them. You will first dive deep into the ongoing analysis and reporting, then be challenged to contribute to the strategic roadmap based on your learnings.
At the heart of everything we do is the Snappy gift recipient experience. It is critical to Snappy’s long-term success that we create best-in-class, data-driven collections so that we can offer our recipients the most exciting and coveted gifts! This role allows you to have a direct impact on the gift recipient experience as well as the Snappy bottom line. We are looking for a focused and passionate candidate to join our high energy team and help us achieve this success. You will be reporting to the Senior Partnerships and Curation Data & Analytics Manager and working alongside our amazing Partnerships & Curation team.",4.3,"Snappy App
4.3",Remote,1 to 50 Employees,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,0,0,56,100,78.0,Snappy App,Remote,7,0,0,0,0,0,0,0
